shelfmark,iiif_url,url,orig_shelfmark
Bodl. MS heb. f 54/7,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-54-7.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_205#MS_Heb_f_54,MS. Heb. f. 54/7
Bodl. MS heb. f 58/70,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-58-70.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_208#MS_Heb_f_58-part12,MS. Heb. f. 58/70
Bodl. MS heb. f 47/3,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-47-3.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_202#MS_Heb_f_47-part3,MS. Heb. f. 47/3
Bodl. MS heb. f 31/16,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-31-16.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_188#MS_Heb_f_31-part1,MS. Heb. f. 31/16
Bodl. MS heb. f 39/76,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-39-76.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_196#MS_Heb_f_39,MS. Heb. f. 39/76
Bodl. MS heb. f 107/42,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-107-42.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_171#MS_Heb_f_107-part24,MS. Heb. f. 107/42
Bodl. MS heb. f 21/16,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-21-16.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_178#MS_Heb_f_21-part1,MS. Heb. f. 21/16
Bodl. MS heb. f 29/76,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-29-76.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_186#MS_Heb_f_29-part6,MS. Heb. f. 29/76
Bodl. MS heb. f 56/81,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-56-81.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_206#MS_Heb_f_56-part23,MS. Heb. f. 56/81
Bodl. MS heb. f 57/43,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-57-43.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_207#MS_Heb_f_57-part8,MS. Heb. f. 57/43
Bodl. MS heb. f 18/52,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-18-52.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_175#MS_Heb_f_18,MS. Heb. f. 18/52
Bodl. MS heb. f 29/7,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-29-7.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_186#MS_Heb_f_29-part1,MS. Heb. f. 29/7
Bodl. MS heb. f 47/43,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-47-43.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_202#MS_Heb_f_47-part4,MS. Heb. f. 47/43
Bodl. MS heb. f 20/4,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-20-4.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_177#MS_Heb_f_20-part1,MS. Heb. f. 20/4
Bodl. MS heb. f 98/41,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-98-41.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_212#MS_Heb_f_98,MS. Heb. f. 98/41
Bodl. MS heb. f 104/52,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-104-52.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_168#MS_Heb_f_104,MS. Heb. f. 104/52
Bodl. MS heb. f 61/34,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-61-34.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_210#MS_Heb_f_61-part2,MS. Heb. f. 61/34
Bodl. MS heb. f 61/2,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-61-2.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_210#MS_Heb_f_61-part1,MS. Heb. f. 61/2
Bodl. MS heb. f 100/11,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-100-11.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_164#MS_Heb_f_100-part9,MS. Heb. f. 100/11
Bodl. MS heb. f 36/45,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-36-45.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_193#MS_Heb_f_36-part4,MS. Heb. f. 36/45
Bodl. MS heb. f 58/66,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-58-66.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_208#MS_Heb_f_58-part12,MS. Heb. f. 58/66
Bodl. MS heb. f 110/7,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-110-7.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_173#MS_Heb_f_110,MS. Heb. f. 110/7
Bodl. MS heb. f 19/1,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-19-1.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_176#MS_Heb_f_19,MS. Heb. f. 19/1
Bodl. MS heb. f 56/78,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-56-78.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_206#MS_Heb_f_56-part22,MS. Heb. f. 56/78
Bodl. MS heb. f 54/45,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-54-45.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_205#MS_Heb_f_54,MS. Heb. f. 54/45
Bodl. MS heb. f 48/66,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-48-66.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_203#MS_Heb_f_48-part5,MS. Heb. f. 48/66
Bodl. MS heb. f 56/97,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-56-97.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_206#MS_Heb_f_56-part29,MS. Heb. f. 56/97
Bodl. MS heb. f 48/89,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-48-89.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_203#MS_Heb_f_48-part6,MS. Heb. f. 48/89
Bodl. MS heb. f 29/60,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-29-60.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_186#MS_Heb_f_29-part4,MS. Heb. f. 29/60
Bodl. MS heb. f 103/17,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-103-17.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_167#MS_Heb_f_103-part14,MS. Heb. f. 103/17
Bodl. MS heb. f 51/4,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-51-4.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_204#MS_Heb_f_51-part1,MS. Heb. f. 51/4
Bodl. MS heb. f 39/60,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-39-60.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_196#MS_Heb_f_39,MS. Heb. f. 39/60
Bodl. MS heb. f 107/54,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-107-54.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_171#MS_Heb_f_107-part34,MS. Heb. f. 107/54
Bodl. MS heb. f 58/89,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-58-89.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_208#MS_Heb_f_58-part15,MS. Heb. f. 58/89
Bodl. MS heb. f 103/3,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-103-3.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_167#MS_Heb_f_103-part3,MS. Heb. f. 103/3
Bodl. MS heb. f 58/7,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-58-7.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_208#MS_Heb_f_58-part1,MS. Heb. f. 58/7
Bodl. MS heb. f 36/3,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-36-3.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_193#MS_Heb_f_36-part1,MS. Heb. f. 36/3
Bodl. MS heb. f 18/44,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-18-44.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_175#MS_Heb_f_18,MS. Heb. f. 18/44
Bodl. MS heb. f 43/16,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-43-16.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_199#MS_Heb_f_43-part1,MS. Heb. f. 43/16
Bodl. MS heb. f 57/55,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-57-55.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_207#MS_Heb_f_57-part9,MS. Heb. f. 57/55
Bodl. MS heb. f 108/67,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-108-67.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_172#MS_Heb_f_108-part32,MS. Heb. f. 108/67
Bodl. MS heb. f 36/53,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-36-53.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_193#MS_Heb_f_36-part4,MS. Heb. f. 36/53
Bodl. MS heb. f 56/123,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-56-123.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_206#MS_Heb_f_56-part36,MS. Heb. f. 56/123
Bodl. MS heb. f 22/10,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-22-10.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_179#MS_Heb_f_22-part2,MS. Heb. f. 22/10
Bodl. MS heb. f 61/22,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-61-22.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_210#MS_Heb_f_61-part2,MS. Heb. f. 61/22
Bodl. MS heb. f 104/44,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-104-44.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_168#MS_Heb_f_104,MS. Heb. f. 104/44
Bodl. MS heb. f 98/57,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-98-57.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_212#MS_Heb_f_98,MS. Heb. f. 98/57
Bodl. MS heb. f 25/7,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-25-7.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_182#MS_Heb_f_25-part1,MS. Heb. f. 25/7
Bodl. MS heb. f 32/10,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-32-10.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_189#MS_Heb_f_32-part1,MS. Heb. f. 32/10
Bodl. MS heb. f 54/12,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-54-12.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_205#MS_Heb_f_54,MS. Heb. f. 54/12
Bodl. MS heb. f 48/31,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-48-31.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_203#MS_Heb_f_48-part2,MS. Heb. f. 48/31
Bodl. MS heb. f 40/51,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-40-51.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_197#MS_Heb_f_40,MS. Heb. f. 40/51
Bodl. MS heb. f 58/31,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-58-31.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_208#MS_Heb_f_58-part6,MS. Heb. f. 58/31
Bodl. MS heb. f 44/12,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-44-12.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_200#MS_Heb_f_44-part1,MS. Heb. f. 44/12
Bodl. MS heb. f 111/130,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-111-130.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_174#MS_Heb_f_111,MS. Heb. f. 111/130
Bodl. MS heb. f 111/92,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-111-92.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_174#MS_Heb_f_111,MS. Heb. f. 111/92
Bodl. MS heb. f 31/57,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-31-57.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_188#MS_Heb_f_31-part3,MS. Heb. f. 31/57
Bodl. MS heb. f 107/4,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-107-4.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_171#MS_Heb_f_107-part3,MS. Heb. f. 107/4
Bodl. MS heb. f 39/37,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-39-37.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_196#MS_Heb_f_39,MS. Heb. f. 39/37
Bodl. MS heb. f 27/29,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-27-29.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_184#MS_Heb_f_27-part6,MS. Heb. f. 27/29
Bodl. MS heb. f 25/14,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-25-14.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_182#MS_Heb_f_25-part1,MS. Heb. f. 25/14
Bodl. MS heb. f 103/40,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-103-40.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_167#MS_Heb_f_103-part32,MS. Heb. f. 103/40
Bodl. MS heb. f 21/57,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-21-57.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_178#MS_Heb_f_21-part7,MS. Heb. f. 21/57
Bodl. MS heb. f 37/29,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-37-29.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_194#MS_Heb_f_37-part7,MS. Heb. f. 37/29
Bodl. MS heb. f 29/37,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-29-37.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_186#MS_Heb_f_29-part2,MS. Heb. f. 29/37
Bodl. MS heb. f 32/4,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-32-4.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_189#MS_Heb_f_32-part1,MS. Heb. f. 32/4
Bodl. MS heb. f 43/41,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-43-41.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_199#MS_Heb_f_43-part2,MS. Heb. f. 43/41
Bodl. MS heb. f 20/95,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-20-95.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_177#MS_Heb_f_20-part3,MS. Heb. f. 20/95
Bodl. MS heb. f 36/138,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-36-138.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_193#MS_Heb_f_36-part16,MS. Heb. f. 36/138
Bodl. MS heb. f 18/13,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-18-13.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_175#MS_Heb_f_18,MS. Heb. f. 18/13
Bodl. MS heb. f 32/47,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-32-47.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_189#MS_Heb_f_32-part16,MS. Heb. f. 32/47
Bodl. MS heb. f 59/B.8,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-59-b-8.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_209#MS_Heb_f_59-part17,MS. Heb. f. 59/B.8
Bodl. MS heb. f 104/13,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-104-13.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_168#MS_Heb_f_104,MS. Heb. f. 104/13
Bodl. MS heb. f 22/47,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-22-47.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_179#MS_Heb_f_22-part5,MS. Heb. f. 22/47
Bodl. MS heb. f 100/50,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-100-50.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_164#MS_Heb_f_100-part32,MS. Heb. f. 100/50
Bodl. MS heb. f 28/3,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-28-3.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_185#MS_Heb_f_28-part1,MS. Heb. f. 28/3
Bodl. MS heb. f 34/39,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-34-39.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_191#MS_Heb_f_34-part15,MS. Heb. f. 34/39
Bodl. MS heb. f 108/30,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-108-30.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_172#MS_Heb_f_108-part17,MS. Heb. f. 108/30
Bodl. MS heb. f 33/11,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-33-11.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_190#MS_Heb_f_33-part5,MS. Heb. f. 33/11
Bodl. MS heb. f 105/45,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-105-45.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_169#MS_Heb_f_105-part7,MS. Heb. f. 105/45
Bodl. MS heb. f 23/11,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-23-11.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_180#MS_Heb_f_23-part1,MS. Heb. f. 23/11
Bodl. MS heb. f 98/8,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-98-8.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_212#MS_Heb_f_98,MS. Heb. f. 98/8
Bodl. MS heb. f 56/54,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-56-54.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_206#MS_Heb_f_56-part16,MS. Heb. f. 56/54
Bodl. MS heb. f 26/2,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-26-2.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_183#MS_Heb_f_26,MS. Heb. f. 26/2
Bodl. MS heb. f 42/17,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-42-17.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_198#MS_Heb_f_42-part3,MS. Heb. f. 42/17
Bodl. MS heb. f 48/6,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-48-6.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_203#MS_Heb_f_48-part1,MS. Heb. f. 48/6
Bodl. MS heb. f 104/68,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-104-68.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_168#MS_Heb_f_104,MS. Heb. f. 104/68
Bodl. MS heb. f 106/55,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-106-55.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_170#MS_Heb_f_106-part28,MS. Heb. f. 106/55
Bodl. MS heb. f 59/88,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-59-88.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_209#MS_Heb_f_59-part20,MS. Heb. f. 59/88
Bodl. MS heb. f 102/16,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-102-16.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_166#MS_Heb_f_102-part9,MS. Heb. f. 102/16
Bodl. MS heb. f 57/96,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-57-96.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_207#MS_Heb_f_57-part17,MS. Heb. f. 57/96
Bodl. MS heb. f 28/61,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-28-61.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_185#MS_Heb_f_28-part2,MS. Heb. f. 28/61
Bodl. MS heb. f 34/42,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-34-42.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_191#MS_Heb_f_34-part15,MS. Heb. f. 34/42
Bodl. MS heb. f 57/79,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-57-79.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_207#MS_Heb_f_57-part11,MS. Heb. f. 57/79
Bodl. MS heb. f 36/90,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-36-90.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_193#MS_Heb_f_36-part6,MS. Heb. f. 36/90
Bodl. MS heb. f 100/6,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-100-6.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_164#MS_Heb_f_100-part4,MS. Heb. f. 100/6
Bodl. MS heb. f 104/87,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-104-87.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_168#MS_Heb_f_104,MS. Heb. f. 104/87
Bodl. MS heb. f 98/94,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-98-94.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_212#MS_Heb_f_98,MS. Heb. f. 98/94
Bodl. MS heb. f 59/67,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-59-67.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_209#MS_Heb_f_59-part10,MS. Heb. f. 59/67
Bodl. MS heb. f 38/2,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-38-2.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_195#MS_Heb_f_38-part1,MS. Heb. f. 38/2
Bodl. MS heb. f 23/46,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-23-46.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_180#MS_Heb_f_23-part4,MS. Heb. f. 23/46
Bodl. MS heb. f 31/1,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-31-1.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_188#MS_Heb_f_31-part1,MS. Heb. f. 31/1
Bodl. MS heb. f 105/12,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-105-12.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_169#MS_Heb_f_105-part2,MS. Heb. f. 105/12
Bodl. MS heb. f 33/46,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-33-46.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_190#MS_Heb_f_33-part21,MS. Heb. f. 33/46
Bodl. MS heb. f 111/51,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-111-51.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_174#MS_Heb_f_111,MS. Heb. f. 111/51
Bodl. MS heb. f 22/5,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-22-5.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_179#MS_Heb_f_22-part1,MS. Heb. f. 22/5
Bodl. MS heb. f 45/2,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-45-2.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_201#MS_Heb_f_45-part1,MS. Heb. f. 45/2
Bodl. MS heb. f 28/36,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-28-36.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_185#MS_Heb_f_28-part1,MS. Heb. f. 28/36
Bodl. MS heb. f 36/28,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-36-28.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_193#MS_Heb_f_36-part4,MS. Heb. f. 36/28
Bodl. MS heb. f 34/15,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-34-15.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_191#MS_Heb_f_34-part5,MS. Heb. f. 34/15
Bodl. MS heb. f 20/56,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-20-56.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_177#MS_Heb_f_20-part2,MS. Heb. f. 20/56
Bodl. MS heb. f 102/41,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-102-41.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_166#MS_Heb_f_102-part24,MS. Heb. f. 102/41
Bodl. MS heb. f 98/127,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-98-127.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_212#MS_Heb_f_98,MS. Heb. f. 98/127
Bodl. MS heb. f 30/56,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-30-56.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_187#MS_Heb_f_30-part9,MS. Heb. f. 30/56
Bodl. MS heb. f 45/13,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-45-13.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_201#MS_Heb_f_45-part1,MS. Heb. f. 45/13
Bodl. MS heb. f 59/30,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-59-30.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_209#MS_Heb_f_59-part3,MS. Heb. f. 59/30
Bodl. MS heb. f 56/6,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-56-6.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_206#MS_Heb_f_56-part1,MS. Heb. f. 56/6
Bodl. MS heb. f 36/114,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-36-114.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_193#MS_Heb_f_36-part11,MS. Heb. f. 36/114
Bodl. MS heb. f 104/1,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-104-1.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_168#MS_Heb_f_104,MS. Heb. f. 104/1
Bodl. MS heb. f 111/47,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-111-47.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_174#MS_Heb_f_111,MS. Heb. f. 111/47
Bodl. MS heb. f 33/50,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-33-50.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_190#MS_Heb_f_33-part21,MS. Heb. f. 33/50
Bodl. MS heb. f 99/17,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-99-17.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_213#MS_Heb_f_99-part14,MS. Heb. f. 99/17
Bodl. MS heb. f 27/13,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-27-13.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_184#MS_Heb_f_27-part4,MS. Heb. f. 27/13
Bodl. MS heb. f 107/39,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-107-39.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_171#MS_Heb_f_107-part22,MS. Heb. f. 107/39
Bodl. MS heb. f 23/50,https://princetongenizalab.github.io/iiif/bodleian/f/ms-heb-f-23-50.json,https://genizah.bodleian.ox.ac.uk/catalog/volume_180#MS_Heb_f_23-part5,MS. Heb. f. 23/50
